Dataset,Model,Period,Feature,Rank
Backblaze,LDA,30,5,4
Backblaze,LDA,30,11,5
Backblaze,LDA,30,14,6
Backblaze,LDA,30,15,6
Backblaze,LDA,30,13,6
Backblaze,LDA,30,10,7
Backblaze,LDA,30,9,7
Backblaze,LDA,30,16,7
Backblaze,LDA,30,0,7
Backblaze,LDA,30,2,7
Backblaze,LDA,30,4,7
Backblaze,LDA,30,12,7
Backblaze,LDA,31,1,1
Backblaze,LDA,31,8,2
Backblaze,LDA,31,6,3
Backblaze,LDA,31,5,4
Backblaze,LDA,31,11,5
Backblaze,LDA,31,7,5
Backblaze,LDA,31,14,6
Backblaze,LDA,31,0,7
Backblaze,LDA,31,15,7
Backblaze,LDA,31,10,7
Backblaze,LDA,31,13,7
Backblaze,LDA,31,12,8
Backblaze,LDA,31,16,8
Backblaze,LDA,31,9,8
Backblaze,LDA,31,4,8
Backblaze,LDA,31,2,8
Backblaze,LDA,31,3,9
Backblaze,LDA,32,1,1
Backblaze,LDA,32,11,2
Backblaze,LDA,32,3,3
Backblaze,LDA,32,8,4
Backblaze,LDA,32,5,5
Backblaze,LDA,32,7,6
Backblaze,LDA,32,14,7
Backblaze,LDA,32,0,8
Backblaze,LDA,32,13,8
Backblaze,LDA,32,6,9
Backblaze,LDA,32,15,9
Backblaze,LDA,32,16,9
Backblaze,LDA,32,12,9
Backblaze,LDA,32,9,9
Backblaze,LDA,32,2,9
Backblaze,LDA,32,4,9
Backblaze,LDA,32,10,9
Backblaze,LDA,33,1,1
Backblaze,LDA,33,8,2
Backblaze,LDA,33,3,3
Backblaze,LDA,33,5,4
Backblaze,LDA,33,7,5
Backblaze,LDA,33,11,6
Backblaze,LDA,33,15,7
Backblaze,LDA,33,13,7
Backblaze,LDA,33,12,8
Backblaze,LDA,33,10,8
Backblaze,LDA,33,0,9
Backblaze,LDA,33,4,9
Backblaze,LDA,33,16,9
Backblaze,LDA,33,9,9
Backblaze,LDA,33,2,9
Backblaze,LDA,33,14,9
Backblaze,LDA,33,6,9
Backblaze,LDA,34,1,1
Backblaze,LDA,34,3,2
Backblaze,LDA,34,8,3
Backblaze,LDA,34,5,4
Backblaze,LDA,34,11,5
Backblaze,LDA,34,7,6
Backblaze,LDA,34,15,7
Backblaze,LDA,34,13,7
Backblaze,LDA,34,6,7
Backblaze,LDA,34,14,8
Backblaze,LDA,34,10,8
Backblaze,LDA,34,0,8
Backblaze,LDA,34,4,8
Backblaze,LDA,34,12,8
Backblaze,LDA,34,9,8
Backblaze,LDA,34,16,8
Backblaze,LDA,34,2,8
Backblaze,LDA,35,1,1
Backblaze,LDA,35,3,2
Backblaze,LDA,35,5,3
Backblaze,LDA,35,7,4
Backblaze,LDA,35,11,5
Backblaze,LDA,35,10,6
Backblaze,LDA,35,8,7
Backblaze,LDA,35,6,8
Backblaze,LDA,35,13,9
Backblaze,LDA,35,12,10
Backblaze,LDA,35,0,10
Backblaze,LDA,35,9,10
Backblaze,LDA,35,15,10
Backblaze,LDA,35,16,10
Backblaze,LDA,35,4,10
Backblaze,LDA,35,2,10
Backblaze,LDA,35,14,10
Backblaze,LDA,36,1,1
Backblaze,LDA,36,3,2
Backblaze,LDA,36,11,3
Backblaze,LDA,36,5,4
Backblaze,LDA,36,6,5
Backblaze,LDA,36,8,6
Backblaze,LDA,36,12,7
Backblaze,LDA,36,14,8
Backblaze,LDA,36,13,8
Backblaze,LDA,36,7,9
Backblaze,LDA,36,15,9
Backblaze,LDA,36,0,9
Backblaze,LDA,36,4,9
Backblaze,LDA,36,9,9
Backblaze,LDA,36,10,9
Backblaze,LDA,36,16,9
Backblaze,LDA,36,2,9
Backblaze,QDA,1,1,1
Backblaze,QDA,1,11,2
Backblaze,QDA,1,5,2
Backblaze,QDA,1,3,3
Backblaze,QDA,1,8,3
Backblaze,QDA,1,6,4
Backblaze,QDA,1,14,4
Backblaze,QDA,1,13,4
Backblaze,QDA,1,15,4
Backblaze,QDA,1,4,4
Backblaze,QDA,1,7,4
Backblaze,QDA,1,10,4
Backblaze,QDA,1,16,4
Backblaze,QDA,1,2,4
Backblaze,QDA,1,0,4
Backblaze,QDA,1,9,5
Backblaze,QDA,1,12,5
Backblaze,QDA,2,1,1
Backblaze,QDA,2,6,2
Backblaze,QDA,2,5,2
Backblaze,QDA,2,11,2
Backblaze,QDA,2,3,3
Backblaze,QDA,2,13,3
Backblaze,QDA,2,14,3
Backblaze,QDA,2,10,3
Backblaze,QDA,2,4,4
Backblaze,QDA,2,8,4
Backblaze,QDA,2,7,4
Backblaze,QDA,2,15,4
Backblaze,QDA,2,12,4
Backblaze,QDA,2,9,4
Backblaze,QDA,2,16,4
Backblaze,QDA,2,2,4
Backblaze,QDA,2,0,4
Backblaze,QDA,3,1,1
Backblaze,QDA,3,5,2
Backblaze,QDA,3,3,3
Backblaze,QDA,3,6,4
Backblaze,QDA,3,11,4
Backblaze,QDA,3,13,5
Backblaze,QDA,3,4,6
Backblaze,QDA,3,2,7
Backblaze,QDA,3,14,8
Backblaze,QDA,3,10,9
Backblaze,QDA,3,9,9
Backblaze,QDA,3,8,9
Backblaze,QDA,3,12,9
Backblaze,QDA,3,16,9
Backblaze,QDA,3,0,9
Backblaze,QDA,3,15,9
Backblaze,QDA,3,7,9
Backblaze,QDA,4,1,1
Backblaze,QDA,4,11,2
Backblaze,QDA,4,3,2
Backblaze,QDA,4,5,3
Backblaze,QDA,4,6,4
Backblaze,QDA,4,8,5
Backblaze,QDA,4,14,5
Backblaze,QDA,4,13,6
Backblaze,QDA,4,9,6
Backblaze,QDA,4,15,6
Backblaze,QDA,4,12,6
Backblaze,QDA,4,16,6
Backblaze,QDA,4,7,6
Backblaze,QDA,4,10,6
Backblaze,QDA,4,4,6
Backblaze,QDA,4,2,6
Backblaze,QDA,4,0,6
Backblaze,QDA,5,1,1
Backblaze,QDA,5,11,2
Backblaze,QDA,5,5,3
Backblaze,QDA,5,6,3
Backblaze,QDA,5,2,4
Backblaze,QDA,5,12,4
Backblaze,QDA,5,9,4
Backblaze,QDA,5,10,4
Backblaze,QDA,5,15,4
Backblaze,QDA,5,8,4
Backblaze,QDA,5,14,4
Backblaze,QDA,5,16,4
Backblaze,QDA,5,13,4
Backblaze,QDA,5,0,4
Backblaze,QDA,5,7,4
Backblaze,QDA,5,4,4
Backblaze,QDA,5,3,5
Backblaze,QDA,6,6,1
Backblaze,QDA,6,11,2
Backblaze,QDA,6,1,3
Backblaze,QDA,6,3,4
Backblaze,QDA,6,4,5
Backblaze,QDA,6,14,5
Backblaze,QDA,6,10,6
Backblaze,QDA,6,13,7
Backblaze,QDA,6,9,7
Backblaze,QDA,6,5,7
Backblaze,QDA,6,2,7
Backblaze,QDA,6,15,7
Backblaze,QDA,6,12,7
Backblaze,QDA,6,8,7
Backblaze,QDA,6,7,7
Backblaze,QDA,6,16,7
Backblaze,QDA,6,0,7
Backblaze,QDA,7,1,1
Backblaze,QDA,7,3,2
Backblaze,QDA,7,6,3
Backblaze,QDA,7,5,4
Backblaze,QDA,7,11,4
Backblaze,QDA,7,2,5
Backblaze,QDA,7,10,5
Backblaze,QDA,7,13,5
Backblaze,QDA,7,7,5
Backblaze,QDA,7,4,5
Backblaze,QDA,7,12,5
Backblaze,QDA,7,15,5
Backblaze,QDA,7,14,5
Backblaze,QDA,7,9,5
Backblaze,QDA,7,8,5
Backblaze,QDA,7,0,5
Backblaze,QDA,7,16,5
Backblaze,QDA,8,1,1
Backblaze,QDA,8,3,2
Backblaze,QDA,8,11,2
Backblaze,QDA,8,6,3
Backblaze,QDA,8,7,4
Backblaze,QDA,8,10,5
Backblaze,QDA,8,5,5
Backblaze,QDA,8,8,5
Backblaze,QDA,8,15,6
Backblaze,QDA,8,14,6
Backblaze,QDA,8,2,6
Backblaze,QDA,8,0,6
Backblaze,QDA,8,16,6
Backblaze,QDA,8,9,6
Backblaze,QDA,8,12,6
Backblaze,QDA,8,13,6
Backblaze,QDA,8,4,6
Backblaze,QDA,9,1,1
Backblaze,QDA,9,3,2
Backblaze,QDA,9,5,3
Backblaze,QDA,9,11,4
Backblaze,QDA,9,8,5
Backblaze,QDA,9,6,6
Backblaze,QDA,9,14,6
Backblaze,QDA,9,15,6
Backblaze,QDA,9,4,6
Backblaze,QDA,9,9,6
Backblaze,QDA,9,2,6
Backblaze,QDA,9,13,6
Backblaze,QDA,9,0,6
Backblaze,QDA,9,7,6
Backblaze,QDA,9,12,6
Backblaze,QDA,9,10,6
Backblaze,QDA,9,16,6
Backblaze,QDA,10,1,1
Backblaze,QDA,10,4,1
Backblaze,QDA,10,6,1
Backblaze,QDA,10,11,2
Backblaze,QDA,10,0,3
Backblaze,QDA,10,5,3
Backblaze,QDA,10,9,3
Backblaze,QDA,10,15,3
Backblaze,QDA,10,7,3
Backblaze,QDA,10,8,3
Backblaze,QDA,10,16,3
Backblaze,QDA,10,2,3
Backblaze,QDA,10,13,3
Backblaze,QDA,10,10,3
Backblaze,QDA,10,14,3
Backblaze,QDA,10,12,3
Backblaze,QDA,10,3,4
Backblaze,QDA,11,11,1
Backblaze,QDA,11,3,1
Backblaze,QDA,11,1,2
Backblaze,QDA,11,15,3
Backblaze,QDA,11,4,3
Backblaze,QDA,11,6,3
Backblaze,QDA,11,7,3
Backblaze,QDA,11,8,3
Backblaze,QDA,11,9,3
Backblaze,QDA,11,14,3
Backblaze,QDA,11,0,3
Backblaze,QDA,11,10,3
Backblaze,QDA,11,12,3
Backblaze,QDA,11,2,3
Backblaze,QDA,11,13,3
Backblaze,QDA,11,16,3
Backblaze,QDA,11,5,3
Backblaze,QDA,12,4,1
Backblaze,QDA,12,11,1
Backblaze,QDA,12,14,2
Backblaze,QDA,12,3,2
Backblaze,QDA,12,1,2
Backblaze,QDA,12,6,2
Backblaze,QDA,12,10,3
Backblaze,QDA,12,7,4
Backblaze,QDA,12,8,4
Backblaze,QDA,12,12,4
Backblaze,QDA,12,15,4
Backblaze,QDA,12,9,5
Backblaze,QDA,12,0,5
Backblaze,QDA,12,2,5
Backblaze,QDA,12,5,5
Backblaze,QDA,12,16,5
Backblaze,QDA,12,13,5
Backblaze,QDA,13,1,1
Backblaze,QDA,13,3,2
Backblaze,QDA,13,11,3
Backblaze,QDA,13,5,4
Backblaze,QDA,13,10,5
Backblaze,QDA,13,6,5
Backblaze,QDA,13,7,6
Backblaze,QDA,13,14,6
Backblaze,QDA,13,12,6
Backblaze,QDA,13,13,7
Backblaze,QDA,13,15,7
Backblaze,QDA,13,9,7
Backblaze,QDA,13,8,7
Backblaze,QDA,13,2,7
Backblaze,QDA,13,4,7
Backblaze,QDA,13,16,7
Backblaze,QDA,13,0,7
Backblaze,QDA,14,1,1
Backblaze,QDA,14,3,2
Backblaze,QDA,14,11,3
Backblaze,QDA,14,5,3
Backblaze,QDA,14,7,3
Backblaze,QDA,14,15,4
Backblaze,QDA,14,13,4
Backblaze,QDA,14,6,4
Backblaze,QDA,14,4,4
Backblaze,QDA,14,14,4
Backblaze,QDA,14,8,4
Backblaze,QDA,14,0,4
Backblaze,QDA,14,9,4
Backblaze,QDA,14,2,4
Backblaze,QDA,14,16,4
Backblaze,QDA,14,12,4
Backblaze,QDA,14,10,4
Backblaze,QDA,15,1,1
Backblaze,QDA,15,7,2
Backblaze,QDA,15,11,2
Backblaze,QDA,15,6,3
Backblaze,QDA,15,14,3
Backblaze,QDA,15,5,4
Backblaze,QDA,15,8,5
Backblaze,QDA,15,15,5
Backblaze,QDA,15,13,5
Backblaze,QDA,15,4,5
Backblaze,QDA,15,10,5
Backblaze,QDA,15,12,6
Backblaze,QDA,15,3,6
Backblaze,QDA,15,0,6
Backblaze,QDA,15,2,6
Backblaze,QDA,15,16,6
Backblaze,QDA,15,9,6
Backblaze,QDA,16,1,1
Backblaze,QDA,16,7,2
Backblaze,QDA,16,14,2
Backblaze,QDA,16,11,2
Backblaze,QDA,16,5,2
Backblaze,QDA,16,6,3
Backblaze,QDA,16,3,3
Backblaze,QDA,16,4,3
Backblaze,QDA,16,12,4
Backblaze,QDA,16,13,4
Backblaze,QDA,16,0,4
Backblaze,QDA,16,10,4
Backblaze,QDA,16,2,4
Backblaze,QDA,16,9,4
Backblaze,QDA,16,15,4
Backblaze,QDA,16,8,4
Backblaze,QDA,16,16,4
Backblaze,QDA,17,1,1
Backblaze,QDA,17,11,2
Backblaze,QDA,17,8,3
Backblaze,QDA,17,6,3
Backblaze,QDA,17,14,3
Backblaze,QDA,17,4,4
Backblaze,QDA,17,9,4
Backblaze,QDA,17,2,4
Backblaze,QDA,17,10,5
Backblaze,QDA,17,12,5
Backblaze,QDA,17,5,5
Backblaze,QDA,17,15,5
Backblaze,QDA,17,7,5
Backblaze,QDA,17,13,5
Backblaze,QDA,17,16,5
Backblaze,QDA,17,0,5
Backblaze,QDA,17,3,5
Backblaze,QDA,18,1,1
Backblaze,QDA,18,8,2
Backblaze,QDA,18,5,3
Backblaze,QDA,18,7,3
Backblaze,QDA,18,11,3
Backblaze,QDA,18,6,4
Backblaze,QDA,18,12,5
Backblaze,QDA,18,14,5
Backblaze,QDA,18,13,6
Backblaze,QDA,18,15,6
Backblaze,QDA,18,3,6
Backblaze,QDA,18,0,6
Backblaze,QDA,18,9,6
Backblaze,QDA,18,4,6
Backblaze,QDA,18,2,6
Backblaze,QDA,18,16,6
Backblaze,QDA,18,10,6
Backblaze,QDA,19,1,1
Backblaze,QDA,19,11,2
Backblaze,QDA,19,8,2
Backblaze,QDA,19,6,2
Backblaze,QDA,19,3,3
Backblaze,QDA,19,4,4
Backblaze,QDA,19,5,4
Backblaze,QDA,19,7,4
Backblaze,QDA,19,14,5
Backblaze,QDA,19,0,5
Backblaze,QDA,19,12,5
Backblaze,QDA,19,10,5
Backblaze,QDA,19,13,5
Backblaze,QDA,19,15,5
Backblaze,QDA,19,9,5
Backblaze,QDA,19,2,5
Backblaze,QDA,19,16,5
Backblaze,QDA,20,1,1
Backblaze,QDA,20,11,1
Backblaze,QDA,20,8,2
Backblaze,QDA,20,6,2
Backblaze,QDA,20,4,2
Backblaze,QDA,20,12,3
Backblaze,QDA,20,7,3
Backblaze,QDA,20,3,3
Backblaze,QDA,20,5,3
Backblaze,QDA,20,15,4
Backblaze,QDA,20,9,4
Backblaze,QDA,20,0,4
Backblaze,QDA,20,13,4
Backblaze,QDA,20,2,4
Backblaze,QDA,20,14,4
Backblaze,QDA,20,16,4
Backblaze,QDA,20,10,4
Backblaze,QDA,21,1,1
Backblaze,QDA,21,8,1
Backblaze,QDA,21,4,2
Backblaze,QDA,21,11,2
Backblaze,QDA,21,7,2
Backblaze,QDA,21,6,3
Backblaze,QDA,21,14,4
Backblaze,QDA,21,10,4
Backblaze,QDA,21,15,4
Backblaze,QDA,21,5,4
Backblaze,QDA,21,3,4
Backblaze,QDA,21,9,4
Backblaze,QDA,21,0,4
Backblaze,QDA,21,2,4
Backblaze,QDA,21,12,4
Backblaze,QDA,21,13,4
Backblaze,QDA,21,16,4
Backblaze,QDA,22,1,1
Backblaze,QDA,22,7,2
Backblaze,QDA,22,8,3
Backblaze,QDA,22,11,3
Backblaze,QDA,22,3,3
Backblaze,QDA,22,4,4
Backblaze,QDA,22,6,5
Backblaze,QDA,22,14,5
Backblaze,QDA,22,10,6
Backblaze,QDA,22,5,6
Backblaze,QDA,22,2,6
Backblaze,QDA,22,0,6
Backblaze,QDA,22,9,6
Backblaze,QDA,22,15,6
Backblaze,QDA,22,16,6
Backblaze,QDA,22,13,6
Backblaze,QDA,22,12,6
Backblaze,QDA,23,4,1
Backblaze,QDA,23,1,1
Backblaze,QDA,23,6,1
Backblaze,QDA,23,11,2
Backblaze,QDA,23,8,3
Backblaze,QDA,23,14,3
Backblaze,QDA,23,3,4
Backblaze,QDA,23,13,4
Backblaze,QDA,23,10,4
Backblaze,QDA,23,12,4
Backblaze,QDA,23,2,4
Backblaze,QDA,23,0,4
Backblaze,QDA,23,5,4
Backblaze,QDA,23,9,4
Backblaze,QDA,23,15,4
Backblaze,QDA,23,7,4
Backblaze,QDA,23,16,4
Backblaze,QDA,24,3,1
Backblaze,QDA,24,1,2
Backblaze,QDA,24,7,3
Backblaze,QDA,24,8,4
Backblaze,QDA,24,11,5
Backblaze,QDA,24,6,6
Backblaze,QDA,24,15,7
Backblaze,QDA,24,5,7
Backblaze,QDA,24,14,7
Backblaze,QDA,24,12,7
Backblaze,QDA,24,0,8
Backblaze,QDA,24,9,8
Backblaze,QDA,24,4,8
Backblaze,QDA,24,13,8
Backblaze,QDA,24,16,8
Backblaze,QDA,24,2,8
Backblaze,QDA,24,10,8
Backblaze,QDA,25,1,1
Backblaze,QDA,25,3,1
Backblaze,QDA,25,11,2
Backblaze,QDA,25,6,2
Backblaze,QDA,25,14,3
Backblaze,QDA,25,7,4
Backblaze,QDA,25,5,4
Backblaze,QDA,25,8,5
Backblaze,QDA,25,10,6
Backblaze,QDA,25,12,6
Backblaze,QDA,25,15,6
Backblaze,QDA,25,4,7
Backblaze,QDA,25,0,7
Backblaze,QDA,25,9,7
Backblaze,QDA,25,2,7
Backblaze,QDA,25,16,7
Backblaze,QDA,25,13,7
Backblaze,QDA,26,8,1
Backblaze,QDA,26,1,1
Backblaze,QDA,26,11,2
Backblaze,QDA,26,6,3
Backblaze,QDA,26,10,3
Backblaze,QDA,26,7,4
Backblaze,QDA,26,9,4
Backblaze,QDA,26,13,4
Backblaze,QDA,26,4,4
Backblaze,QDA,26,14,4
Backblaze,QDA,26,15,4
Backblaze,QDA,26,0,4
Backblaze,QDA,26,2,4
Backblaze,QDA,26,5,4
Backblaze,QDA,26,16,4
Backblaze,QDA,26,12,4
Backblaze,QDA,26,3,4
Backblaze,QDA,27,1,1
Backblaze,QDA,27,7,2
Backblaze,QDA,27,11,3
Backblaze,QDA,27,3,3
Backblaze,QDA,27,8,4
Backblaze,QDA,27,5,4
Backblaze,QDA,27,4,5
Backblaze,QDA,27,14,5
Backblaze,QDA,27,10,6
Backblaze,QDA,27,12,6
Backblaze,QDA,27,15,6
Backblaze,QDA,27,13,6
Backblaze,QDA,27,16,6
Backblaze,QDA,27,0,6
Backblaze,QDA,27,6,6
Backblaze,QDA,27,2,6
Backblaze,QDA,27,9,6
Backblaze,QDA,28,3,1
Backblaze,QDA,28,1,1
Backblaze,QDA,28,7,2
Backblaze,QDA,28,8,3
Backblaze,QDA,28,11,4
Backblaze,QDA,28,14,5
Backblaze,QDA,28,5,5
Backblaze,QDA,28,6,5
Backblaze,QDA,28,13,6
Backblaze,QDA,28,12,6
Backblaze,QDA,28,4,6
Backblaze,QDA,28,0,6
Backblaze,QDA,28,10,6
Backblaze,QDA,28,15,6
Backblaze,QDA,28,9,6
Backblaze,QDA,28,2,6
Backblaze,QDA,28,16,6
Backblaze,QDA,29,3,1
Backblaze,QDA,29,1,2
Backblaze,QDA,29,7,3
Backblaze,QDA,29,11,3
Backblaze,QDA,29,4,4
Backblaze,QDA,29,6,4
Backblaze,QDA,29,5,4
Backblaze,QDA,29,14,4
Backblaze,QDA,29,8,5
Backblaze,QDA,29,13,6
Backblaze,QDA,29,10,7
Backblaze,QDA,29,9,7
Backblaze,QDA,29,12,7
Backblaze,QDA,29,15,7
Backblaze,QDA,29,0,7
Backblaze,QDA,29,2,7
Backblaze,QDA,29,16,7
Backblaze,QDA,30,1,1
Backblaze,QDA,30,3,1
Backblaze,QDA,30,6,2
Backblaze,QDA,30,11,3
Backblaze,QDA,30,4,3
Backblaze,QDA,30,7,4
Backblaze,QDA,30,8,4
Backblaze,QDA,30,5,5
Backblaze,QDA,30,14,5
Backblaze,QDA,30,12,6
Backblaze,QDA,30,9,6
Backblaze,QDA,30,15,6
Backblaze,QDA,30,13,6
Backblaze,QDA,30,10,6
Backblaze,QDA,30,2,6
Backblaze,QDA,30,16,6
Backblaze,QDA,30,0,6
Backblaze,QDA,31,1,1
Backblaze,QDA,31,8,2
Backblaze,QDA,31,11,2
Backblaze,QDA,31,5,3
Backblaze,QDA,31,3,4
Backblaze,QDA,31,6,5
Backblaze,QDA,31,7,6
Backblaze,QDA,31,14,6
Backblaze,QDA,31,15,7
Backblaze,QDA,31,10,7
Backblaze,QDA,31,13,7
Backblaze,QDA,31,12,7
Backblaze,QDA,31,0,8
Backblaze,QDA,31,9,8
Backblaze,QDA,31,16,8
Backblaze,QDA,31,4,8
Backblaze,QDA,31,2,8
Backblaze,QDA,32,1,1
Backblaze,QDA,32,3,2
Backblaze,QDA,32,7,3
Backblaze,QDA,32,14,3
Backblaze,QDA,32,4,3
Backblaze,QDA,32,11,3
Backblaze,QDA,32,8,3
Backblaze,QDA,32,5,3
Backblaze,QDA,32,6,4
Backblaze,QDA,32,0,4
Backblaze,QDA,32,12,4
Backblaze,QDA,32,10,4
Backblaze,QDA,32,9,4
Backblaze,QDA,32,13,4
Backblaze,QDA,32,15,4
Backblaze,QDA,32,2,4
Backblaze,QDA,32,16,4
Backblaze,QDA,33,1,1
Backblaze,QDA,33,3,1
Backblaze,QDA,33,8,2
Backblaze,QDA,33,11,3
Backblaze,QDA,33,4,3
Backblaze,QDA,33,5,3
Backblaze,QDA,33,7,4
Backblaze,QDA,33,14,5
Backblaze,QDA,33,10,5
Backblaze,QDA,33,15,5
Backblaze,QDA,33,9,5
Backblaze,QDA,33,12,5
Backblaze,QDA,33,13,5
Backblaze,QDA,33,0,5
Backblaze,QDA,33,2,5
Backblaze,QDA,33,16,5
Backblaze,QDA,33,6,5
Backblaze,QDA,34,3,1
Backblaze,QDA,34,1,2
Backblaze,QDA,34,4,2
Backblaze,QDA,34,11,3
Backblaze,QDA,34,8,4
Backblaze,QDA,34,14,4
Backblaze,QDA,34,5,4
Backblaze,QDA,34,7,5
Backblaze,QDA,34,6,5
Backblaze,QDA,34,15,5
Backblaze,QDA,34,9,6
Backblaze,QDA,34,13,6
Backblaze,QDA,34,10,6
Backblaze,QDA,34,2,6
Backblaze,QDA,34,12,6
Backblaze,QDA,34,16,6
Backblaze,QDA,34,0,6
Backblaze,QDA,35,3,1
Backblaze,QDA,35,1,2
Backblaze,QDA,35,4,3
Backblaze,QDA,35,11,4
Backblaze,QDA,35,5,5
Backblaze,QDA,35,7,5
Backblaze,QDA,35,8,5
Backblaze,QDA,35,10,5
Backblaze,QDA,35,14,5
Backblaze,QDA,35,6,6
Backblaze,QDA,35,9,6
Backblaze,QDA,35,2,6
Backblaze,QDA,35,12,6
Backblaze,QDA,35,13,6
Backblaze,QDA,35,15,6
Backblaze,QDA,35,0,6
Backblaze,QDA,35,16,6
Backblaze,QDA,36,3,1
Backblaze,QDA,36,1,2
Backblaze,QDA,36,11,3
Backblaze,QDA,36,6,3
Backblaze,QDA,36,4,4
Backblaze,QDA,36,7,5
Backblaze,QDA,36,14,5
Backblaze,QDA,36,5,5
Backblaze,QDA,36,2,6
Backblaze,QDA,36,10,6
Backblaze,QDA,36,13,6
Backblaze,QDA,36,8,6
Backblaze,QDA,36,12,6
Backblaze,QDA,36,15,6
Backblaze,QDA,36,0,6
Backblaze,QDA,36,16,6
Backblaze,QDA,36,9,6
Backblaze,LR,1,1,1
Backblaze,LR,1,5,2
Backblaze,LR,1,11,3
Backblaze,LR,1,3,3
Backblaze,LR,1,8,4
Backblaze,LR,1,7,4
Backblaze,LR,1,6,4
Backblaze,LR,1,13,4
Backblaze,LR,1,15,4
Backblaze,LR,1,12,4
Backblaze,LR,1,10,4
Backblaze,LR,1,16,4
Backblaze,LR,1,9,4
Backblaze,LR,1,2,4
Backblaze,LR,1,0,4
Backblaze,LR,1,14,4
Backblaze,LR,1,4,4
Backblaze,LR,2,1,1
Backblaze,LR,2,5,2
Backblaze,LR,2,11,2
Backblaze,LR,2,6,2
Backblaze,LR,2,7,2
Backblaze,LR,2,8,2
Backblaze,LR,2,14,2
Backblaze,LR,2,13,2
Backblaze,LR,2,10,2
Backblaze,LR,2,15,2
Backblaze,LR,2,3,2
Backblaze,LR,2,12,2
Backblaze,LR,2,0,2
Backblaze,LR,2,16,2
Backblaze,LR,2,4,2
Backblaze,LR,2,2,2
Backblaze,LR,2,9,2
Backblaze,LR,3,1,1
Backblaze,LR,3,11,2
Backblaze,LR,3,3,2
Backblaze,LR,3,5,2
Backblaze,LR,3,8,3
Backblaze,LR,3,4,3
Backblaze,LR,3,6,3
Backblaze,LR,3,13,3
Backblaze,LR,3,15,3
Backblaze,LR,3,2,3
Backblaze,LR,3,12,3
Backblaze,LR,3,0,3
Backblaze,LR,3,14,3
Backblaze,LR,3,16,3
Backblaze,LR,3,10,3
Backblaze,LR,3,9,3
Backblaze,LR,3,7,3
Backblaze,LR,4,1,1
Backblaze,LR,4,11,2
Backblaze,LR,4,3,3
Backblaze,LR,4,8,4
Backblaze,LR,4,5,4
Backblaze,LR,4,14,5
Backblaze,LR,4,7,5
Backblaze,LR,4,13,5
Backblaze,LR,4,9,5
Backblaze,LR,4,15,5
Backblaze,LR,4,4,5
Backblaze,LR,4,10,5
Backblaze,LR,4,0,5
Backblaze,LR,4,16,5
Backblaze,LR,4,2,5
Backblaze,LR,4,12,5
Backblaze,LR,4,6,5
Backblaze,LR,5,1,1
Backblaze,LR,5,11,2
Backblaze,LR,5,5,3
Backblaze,LR,5,6,4
Backblaze,LR,5,15,4
Backblaze,LR,5,7,4
Backblaze,LR,5,10,4
Backblaze,LR,5,9,4
Backblaze,LR,5,14,4
Backblaze,LR,5,12,4
Backblaze,LR,5,0,4
Backblaze,LR,5,2,4
Backblaze,LR,5,8,4
Backblaze,LR,5,16,4
Backblaze,LR,5,13,4
Backblaze,LR,5,4,4
Backblaze,LR,5,3,5
Backblaze,LR,6,6,1
Backblaze,LR,6,1,2
Backblaze,LR,6,11,2
Backblaze,LR,6,4,3
Backblaze,LR,6,14,3
Backblaze,LR,6,7,3
Backblaze,LR,6,9,3
Backblaze,LR,6,13,3
Backblaze,LR,6,5,3
Backblaze,LR,6,2,3
Backblaze,LR,6,16,3
Backblaze,LR,6,12,3
Backblaze,LR,6,8,3
Backblaze,LR,6,0,3
Backblaze,LR,6,15,3
Backblaze,LR,6,10,3
Backblaze,LR,6,3,3
Backblaze,LR,7,1,1
Backblaze,LR,7,6,2
Backblaze,LR,7,3,2
Backblaze,LR,7,5,3
Backblaze,LR,7,11,4
Backblaze,LR,7,13,4
Backblaze,LR,7,10,4
Backblaze,LR,7,2,4
Backblaze,LR,7,15,4
Backblaze,LR,7,12,4
Backblaze,LR,7,8,4
Backblaze,LR,7,7,4
Backblaze,LR,7,9,4
Backblaze,LR,7,4,4
Backblaze,LR,7,16,4
Backblaze,LR,7,14,4
Backblaze,LR,7,0,4
Backblaze,LR,8,1,1
Backblaze,LR,8,3,2
Backblaze,LR,8,11,2
Backblaze,LR,8,6,2
Backblaze,LR,8,7,2
Backblaze,LR,8,14,2
Backblaze,LR,8,8,2
Backblaze,LR,8,15,2
Backblaze,LR,8,10,2
Backblaze,LR,8,0,2
Backblaze,LR,8,5,2
Backblaze,LR,8,4,2
Backblaze,LR,8,2,2
Backblaze,LR,8,12,2
Backblaze,LR,8,16,2
Backblaze,LR,8,9,2
Backblaze,LR,8,13,2
Backblaze,LR,9,11,1
Backblaze,LR,9,1,1
Backblaze,LR,9,3,1
Backblaze,LR,9,5,2
Backblaze,LR,9,8,2
Backblaze,LR,9,10,2
Backblaze,LR,9,15,2
Backblaze,LR,9,4,2
Backblaze,LR,9,6,2
Backblaze,LR,9,0,2
Backblaze,LR,9,9,2
Backblaze,LR,9,12,2
Backblaze,LR,9,13,2
Backblaze,LR,9,14,2
Backblaze,LR,9,7,2
Backblaze,LR,9,16,2
Backblaze,LR,9,2,2
Backblaze,LR,10,1,1
Backblaze,LR,10,11,2
Backblaze,LR,10,3,2
Backblaze,LR,10,14,2
